,image_url,wikipedia_url,wit_split,century_method,is_starter_set,century_id
,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Map_of_World_War_II_Japanese_American_internment_camps.png/lossless-page1-1024px-Map_of_World_War_II_Japanese_American_internment_camps.png.jpg,http://en.wikipedia.org/wiki/Internment_of_Japanese_Americans,train,with_foundation_model,0,23
,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Mother_of_All_Rallies_artwork.jpg/lossless-page1-1024px-Mother_of_All_Rallies_artwork.jpg.jpg,http://en.wikipedia.org/wiki/Mother_of_All_Rallies,train,with_knowledge_graph,0,24
,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/President_Charles_Taylor.png/lossless-page1-1024px-President_Charles_Taylor.png.jpg,http://en.wikipedia.org/wiki/Charles_Taylor_(Liberian_politician),train,with_foundation_model,0,25
,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/William_Henry_Fox_Talbot%2C_The_Haystack%2C_1844.jpg/lossless-page1-1024px-William_Henry_Fox_Talbot%2C_The_Haystack%2C_1844.jpg.jpg,http://en.wikipedia.org/wiki/List_of_photographs_considered_the_most_important,,manually_curated,0,26
,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Trami_2018-09-25_0050Z.png/lossless-page1-1024px-Trami_2018-09-25_0050Z.png.jpg,http://en.wikipedia.org/wiki/Typhoon_Trami,train,with_knowledge_graph,0,27
,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Marcha_Yosoy132_-_3.jpg/lossless-page1-1024px-Marcha_Yosoy132_-_3.jpg.jpg,http://en.wikipedia.org/wiki/Yo_Soy_132,train,with_knowledge_graph,0,28
,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Oas_logo_public.svg/lossless-page1-1024px-Oas_logo_public.svg.jpg,http://en.wikipedia.org/wiki/Organisation_arm%C3%A9e_secr%C3%A8te,train,with_knowledge_graph,0,29
,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Oton_Ivekovic%2C_Smaknuce_Matije_Gupca_%28na_trgu_ispred_crkve_sv._Marka_u_Zagrebu%29.jpg/lossless-page1-1024px-Oton_Ivekovic%2C_Smaknuce_Matije_Gupca_%28na_trgu_ispred_crkve_sv._Marka_u_Zagrebu%29.jpg.jpg,http://en.wikipedia.org/wiki/Croatian%E2%80%93Slovene_Peasant_Revolt,train,with_knowledge_graph,0,30
,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Colombia_-_Antioquia_-_Salgar.svg/lossless-page1-1024px-Colombia_-_Antioquia_-_Salgar.svg.jpg,http://en.wikipedia.org/wiki/2015_Colombian_landslide,train,with_knowledge_graph,0,31
,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Principe_Alfonso.jpg/lossless-page1-1024px-Principe_Alfonso.jpg.jpg,http://en.wikipedia.org/wiki/Battle_of_Cape_Cherchell,train,with_knowledge_graph,0,32
,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Frank_Slide_4-30-1903.jpg/lossless-page1-1024px-Frank_Slide_4-30-1903.jpg.jpg,http://en.wikipedia.org/wiki/Frank_Slide,train,with_knowledge_graph,0,33
,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Vinegar_hill.jpg/lossless-page1-1024px-Vinegar_hill.jpg.jpg,http://simple.wikipedia.org/wiki/Irish_rebellion_of_1798,train,with_knowledge_graph,0,34
,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Relevage_de_la_motrice_TGV_Dasye_29787_%28rame_744%29.jpg/lossless-page1-1024px-Relevage_de_la_motrice_TGV_Dasye_29787_%28rame_744%29.jpg.jpg,http://en.wikipedia.org/wiki/Eckwersheim_derailment,train,with_knowledge_graph,0,35
,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Shkup1912.jpg/lossless-page1-1024px-Shkup1912.jpg.jpg,http://en.wikipedia.org/wiki/Albanian_revolt_of_1912,train,with_knowledge_graph,0,36
,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Irom_sharmila_at_calicut.jpg/lossless-page1-1024px-Irom_sharmila_at_calicut.jpg.jpg,http://en.wikipedia.org/wiki/Irom_Chanu_Sharmila,train,with_knowledge_graph,0,37
,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Stinson_A_NC15155_%287001128611%29.jpg/lossless-page1-1024px-Stinson_A_NC15155_%287001128611%29.jpg.jpg,http://en.wikipedia.org/wiki/1937_Airlines_of_Australia_Stinson_crash,train,with_knowledge_graph,0,38
,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Ciurea_jud_Iasi.png/lossless-page1-1024px-Ciurea_jud_Iasi.png.jpg,http://en.wikipedia.org/wiki/Ciurea_rail_disaster,train,with_knowledge_graph,0,39
,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Fr-043-Third_Cavalry_Troopers_Searching_a_Suspected_Revolutionist_FredericRemington_1892.jpg/lossless-page1-1024px-Fr-043-Third_Cavalry_Troopers_Searching_a_Suspected_Revolutionist_FredericRemington_1892.jpg.jpg,http://en.wikipedia.org/wiki/Garza_Revolution,train,with_knowledge_graph,0,40
,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Phantom_Strike.jpg/lossless-page1-1024px-Phantom_Strike.jpg.jpg,http://en.wikipedia.org/wiki/Operation_Phantom_Strike,train,with_knowledge_graph,0,41
,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/COLLECTIE_TROPENMUSEUM_Japanse_invasie_op_Java_TMnr_10001990.jpg/lossless-page1-1024px-COLLECTIE_TROPENMUSEUM_Japanse_invasie_op_Java_TMnr_10001990.jpg.jpg,http://en.wikipedia.org/wiki/Dutch_East_Indies_campaign,train,with_knowledge_graph,0,42
,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Israel_outline_jerusalem.png/lossless-page1-1024px-Israel_outline_jerusalem.png.jpg,http://en.wikipedia.org/wiki/Sbarro_restaurant_suicide_bombing,train,with_knowledge_graph,0,43
,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Domodedovo-terminal.jpg/lossless-page1-1024px-Domodedovo-terminal.jpg.jpg,http://en.wikipedia.org/wiki/Domodedovo_International_Airport_bombing,train,with_knowledge_graph,0,44
,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Teestapic.jpg/lossless-page1-1024px-Teestapic.jpg.jpg,http://en.wikipedia.org/wiki/Teesta_Setalvad,train,with_knowledge_graph,0,45
,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/1918trainwreck.jpg/lossless-page1-1024px-1918trainwreck.jpg.jpg,http://en.wikipedia.org/wiki/Great_Train_Wreck_of_1918,train,with_knowledge_graph,0,46
,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Homecoming_by_Earle_Bunker.jpg/lossless-page1-1024px-Homecoming_by_Earle_Bunker.jpg.jpg,http://en.wikipedia.org/wiki/Pulitzer_Prize_for_Photography,,manually_curated,0,47
,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/%D0%A4%D0%BE%D0%BD%D1%82%D0%B0%D0%BD_%C2%AB%D0%94%D0%B5%D1%82%D1%81%D0%BA%D0%B8%D0%B9_%D1%85%D0%BE%D1%80%D0%BE%D0%B2%D0%BE%D0%B4%C2%BB.jpg/lossless-page1-1024px-%D0%A4%D0%BE%D0%BD%D1%82%D0%B0%D0%BD_%C2%AB%D0%94%D0%B5%D1%82%D1%81%D0%BA%D0%B8%D0%B9_%D1%85%D0%BE%D1%80%D0%BE%D0%B2%D0%BE%D0%B4%C2%BB.jpg.jpg,http://en.wikipedia.org/wiki/Battle_of_Stalingrad,train,with_foundation_model,0,48
,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Code_Pink_July_4.jpg/lossless-page1-1024px-Code_Pink_July_4.jpg.jpg,http://en.wikipedia.org/wiki/Code_Pink,train,with_knowledge_graph,0,49
,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Odeh.jpg/lossless-page1-1024px-Odeh.jpg.jpg,http://en.wikipedia.org/wiki/Alex_Odeh,train,with_knowledge_graph,0,50
,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Scott-anaconda.jpg/lossless-page1-1024px-Scott-anaconda.jpg.jpg,http://en.wikipedia.org/wiki/Union_blockade,train,with_knowledge_graph,0,51
,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Rebeli%C3%B3n_huilliche_de_1712.PNG/lossless-page1-1024px-Rebeli%C3%B3n_huilliche_de_1712.PNG.jpg,http://en.wikipedia.org/wiki/Huilliche_uprising_of_1712,train,with_knowledge_graph,0,52
,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Parreiras_O_Primeiro_Passo_para_a_Independ%C3%AAncia_da_Bahia.png/lossless-page1-1024px-Parreiras_O_Primeiro_Passo_para_a_Independ%C3%AAncia_da_Bahia.png.jpg,http://en.wikipedia.org/wiki/Siege_of_Salvador,train,with_knowledge_graph,0,53
,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Matsukawa_Incident.JPG/lossless-page1-1024px-Matsukawa_Incident.JPG.jpg,http://en.wikipedia.org/wiki/Matsukawa_derailment,train,with_knowledge_graph,0,54
,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/TaksimSquareIstanbul.jpg/lossless-page1-1024px-TaksimSquareIstanbul.jpg.jpg,http://en.wikipedia.org/wiki/2010_Istanbul_bombing,train,with_knowledge_graph,0,55
,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%9B%E0%B8%8F%E0%B8%B4%E0%B8%A7%E0%B8%B1%E0%B8%95%E0%B8%B4%E0%B8%AA%E0%B8%A2%E0%B8%B2%E0%B8%A1_%E0%B8%9E.%E0%B8%A8._2475_%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B9%80%E0%B8%9B%E0%B8%A5%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%99%E0%B9%81%E0%B8%9B%E0%B8%A5%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%9B%E0%B8%81%E0%B8%84%E0%B8%A3%E0%B8%AD%E0%B8%87%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B9%84%E0%B8%97%E0%B8%A2_01.jpg/lossless-page1-1024px-%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%9B%E0%B8%8F%E0%B8%B4%E0%B8%A7%E0%B8%B1%E0%B8%95%E0%B8%B4%E0%B8%AA%E0%B8%A2%E0%B8%B2%E0%B8%A1_%E0%B8%9E.%E0%B8%A8._2475_%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B9%80%E0%B8%9B%E0%B8%A5%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%99%E0%B9%81%E0%B8%9B%E0%B8%A5%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%9B%E0%B8%81%E0%B8%84%E0%B8%A3%E0%B8%AD%E0%B8%87%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B9%84%E0%B8%97%E0%B8%A2_01.jpg.jpg,http://en.wikipedia.org/wiki/Siamese_revolution_of_1932,train,with_knowledge_graph,0,56
,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Kim_Jong-pil_1999.png/lossless-page1-1024px-Kim_Jong-pil_1999.png.jpg,http://en.wikipedia.org/wiki/1987_South_Korean_presidential_election,train,with_foundation_model,0,57
,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Fort_Randall_Army_Airfield_1942.jpg/lossless-page1-1024px-Fort_Randall_Army_Airfield_1942.jpg.jpg,http://en.wikipedia.org/wiki/Project_Hula,train,with_knowledge_graph,0,58
,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/JamesChaney.jpg/lossless-page1-1024px-JamesChaney.jpg.jpg,http://en.wikipedia.org/wiki/James_Chaney,train,with_knowledge_graph,0,59
,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Battle_of_Ti%C4%8Dar.jpg/lossless-page1-1024px-Battle_of_Ti%C4%8Dar.jpg.jpg,http://en.wikipedia.org/wiki/Battle_of_Loznica,train,with_knowledge_graph,0,60
,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Idai_2019-03-14_1135Z.jpg/lossless-page1-1024px-Idai_2019-03-14_1135Z.jpg.jpg,http://en.wikipedia.org/wiki/Cyclone_Idai,train,with_foundation_model,0,61
,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Wenceslaus_Hollar_%E2%80%93_supposed_Irish_atrocities_during_the_Rebellion_of_1641.jpg/lossless-page1-1024px-Wenceslaus_Hollar_%E2%80%93_supposed_Irish_atrocities_during_the_Rebellion_of_1641.jpg.jpg,http://en.wikipedia.org/wiki/Irish_Confederate_Wars,train,with_knowledge_graph,0,62
,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Smoke_rises_above_Amman_during_Black_September%2C_1_October_1970.png/lossless-page1-1024px-Smoke_rises_above_Amman_during_Black_September%2C_1_October_1970.png.jpg,http://en.wikipedia.org/wiki/Black_September,train,with_knowledge_graph,0,63
,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Air_Canada_DC-9-32_C-FTMV.jpg/lossless-page1-1024px-Air_Canada_DC-9-32_C-FTMV.jpg.jpg,http://en.wikipedia.org/wiki/Air_Canada_Flight_797,train,with_knowledge_graph,0,64
,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Galt%C3%BCr_%2801%29.jpg/lossless-page1-1024px-Galt%C3%BCr_%2801%29.jpg.jpg,http://en.wikipedia.org/wiki/1999_Galt%C3%BCr_avalanche,train,with_knowledge_graph,0,65
,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Tembin_2017-12-24_0550Z.jpg/lossless-page1-1024px-Tembin_2017-12-24_0550Z.jpg.jpg,http://en.wikipedia.org/wiki/Typhoon_Tembin,train,with_knowledge_graph,0,66
,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/German_New_Guinea_%281914%3B_orthographic_projection%29.png/lossless-page1-1024px-German_New_Guinea_%281914%3B_orthographic_projection%29.png.jpg,http://en.wikipedia.org/wiki/German_New_Guinea,train,with_foundation_model,0,67
,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Urumqi_Railway_Station_entrance.jpg/lossless-page1-1024px-Urumqi_Railway_Station_entrance.jpg.jpg,http://en.wikipedia.org/wiki/April_2014_%C3%9Cr%C3%BCmqi_attack,train,with_knowledge_graph,0,68
,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/1636_invasion_of_Korea.png/lossless-page1-1024px-1636_invasion_of_Korea.png.jpg,http://en.wikipedia.org/wiki/Qing_invasion_of_Joseon,train,with_knowledge_graph,0,69
,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/CSBayouCity-capturesLane.jpg/lossless-page1-1024px-CSBayouCity-capturesLane.jpg.jpg,http://en.wikipedia.org/wiki/Battle_of_Galveston,train,with_knowledge_graph,0,70
,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Korean_Volunteers.jpg/lossless-page1-1024px-Korean_Volunteers.jpg.jpg,http://en.wikipedia.org/wiki/Korean_independence_movement,train,with_knowledge_graph,0,71
,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Central_African_Republic-CIA_WFB_Map.png/lossless-page1-1024px-Central_African_Republic-CIA_WFB_Map.png.jpg,http://en.wikipedia.org/wiki/United_Nations_Mission_in_the_Central_African_Republic,train,with_knowledge_graph,0,72
,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Pavel_Morozov.jpg/lossless-page1-1024px-Pavel_Morozov.jpg.jpg,http://en.wikipedia.org/wiki/Pavlik_Morozov,train,with_knowledge_graph,0,73
,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Battle_of_Hatteras_Inlet_Batteries.png/lossless-page1-1024px-Battle_of_Hatteras_Inlet_Batteries.png.jpg,http://en.wikipedia.org/wiki/Battle_of_Hatteras_Inlet_Batteries,train,with_knowledge_graph,0,74
,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Meudon_1842.jpg/lossless-page1-1024px-Meudon_1842.jpg.jpg,http://en.wikipedia.org/wiki/Versailles_rail_accident,train,with_knowledge_graph,0,75
,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Dzungargenocide.png/lossless-page1-1024px-Dzungargenocide.png.jpg,http://en.wikipedia.org/wiki/Dzungar_genocide,train,with_knowledge_graph,0,76
,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Prise_de_Tobago_1781_par_les_Francais.jpg/lossless-page1-1024px-Prise_de_Tobago_1781_par_les_Francais.jpg.jpg,http://en.wikipedia.org/wiki/Invasion_of_Tobago,train,with_knowledge_graph,0,77
,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Pridixx.JPG/lossless-page1-1024px-Pridixx.JPG.jpg,http://en.wikipedia.org/wiki/2012_Bangkok_bombings,train,with_knowledge_graph,0,78
,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Inquisici%C3%B3n_espa%C3%B1ola.svg/lossless-page1-1024px-Inquisici%C3%B3n_espa%C3%B1ola.svg.jpg,http://en.wikipedia.org/wiki/Spanish_Inquisition,train,with_foundation_model,0,79
,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Joseph_A._McNeil-USAF_2000.JPG/lossless-page1-1024px-Joseph_A._McNeil-USAF_2000.JPG.jpg,http://en.wikipedia.org/wiki/Joseph_McNeil,train,with_knowledge_graph,0,80
,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Saudi_soldiers%2C_Mecca%2C_1979.JPG/lossless-page1-1024px-Saudi_soldiers%2C_Mecca%2C_1979.JPG.jpg,http://en.wikipedia.org/wiki/Grand_Mosque_seizure,train,with_knowledge_graph,0,81
,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/CECGeorgia.png/lossless-page1-1024px-CECGeorgia.png.jpg,http://en.wikipedia.org/wiki/Election_Administration_of_Georgia,train,with_knowledge_graph,0,82
,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Touaregs_uit_de_Sahara.jpg/lossless-page1-1024px-Touaregs_uit_de_Sahara.jpg.jpg,http://en.wikipedia.org/wiki/Kaocen_revolt,train,with_knowledge_graph,0,83
,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/US_Army_on_partol_in_Sadr_City.jpg/lossless-page1-1024px-US_Army_on_partol_in_Sadr_City.jpg.jpg,http://en.wikipedia.org/wiki/Siege_of_Sadr_City,train,with_knowledge_graph,0,84
,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Marcha_Mas_Grande_De_Chile_2019_Plaza_Baquedano_Drone.jpg/lossless-page1-1024px-Marcha_Mas_Grande_De_Chile_2019_Plaza_Baquedano_Drone.jpg.jpg,http://en.wikipedia.org/wiki/2019%E2%80%932020_Chilean_protests,train,with_foundation_model,0,85
,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Caracazo_collage.png/lossless-page1-1024px-Caracazo_collage.png.jpg,http://en.wikipedia.org/wiki/Caracazo,train,with_knowledge_graph,0,86
,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Frog_Lake_National_Historic_Site.JPG/lossless-page1-1024px-Frog_Lake_National_Historic_Site.JPG.jpg,http://en.wikipedia.org/wiki/Frog_Lake_Massacre,train,with_knowledge_graph,0,87
,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Patidar_reservation_agitation_25_August_Ahmedabad_rally.png/lossless-page1-1024px-Patidar_reservation_agitation_25_August_Ahmedabad_rally.png.jpg,http://en.wikipedia.org/wiki/Patidar_reservation_agitation,train,with_knowledge_graph,0,88
,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Harpers1874LouisianaOutrage.jpg/lossless-page1-1024px-Harpers1874LouisianaOutrage.jpg.jpg,http://en.wikipedia.org/wiki/Battle_of_Liberty_Place,train,with_knowledge_graph,0,89
,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Execution_Babi_Yar%2C_by_Felix_Lembersky.jpg/lossless-page1-1024px-Execution_Babi_Yar%2C_by_Felix_Lembersky.jpg.jpg,http://simple.wikipedia.org/wiki/Babi_Yar,train,with_foundation_model,0,90
,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Abu_Ghraib_17a.jpg/lossless-page1-1024px-Abu_Ghraib_17a.jpg.jpg,http://en.wikipedia.org/wiki/List_of_photographs_considered_the_most_important,,manually_curated,0,91
,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Rosenthal_Iwo_Jima_Gung_Ho_photograph.jpg/lossless-page1-1024px-Rosenthal_Iwo_Jima_Gung_Ho_photograph.jpg.jpg,http://en.wikipedia.org/wiki/Ira_Hayes,,manually_curated,0,92
,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/NARA_photo_111-CCV-562-CC34956.jpg/lossless-page1-1024px-NARA_photo_111-CCV-562-CC34956.jpg.jpg,http://en.wikipedia.org/wiki/Buddhist_Uprising,train,with_knowledge_graph,0,93
